variant,size,rep,runtime_sec,iterations,row_error,col_error,objective,num_processes,partition_mode,rank_weights_csv,suggested_rank_weights_csv,json,log
weighted_adaptive,9000,3,3.769638398,50,9.003957006400282e-09,9.003956950197952e-09,0.09999960189822503,3,weighted-chunk,"0.9560970183,0.9649680925,1.078934889","0.9580401183,0.9474547911,1.094505091",/home/tung/Parallel-Programming-Project/mpi-sinkhorn-step/results/bench_cpp_router3_dynamic_fixed50_reps4/weighted_adaptive_9000_np3_rep3.json,/home/tung/Parallel-Programming-Project/mpi-sinkhorn-step/results/bench_cpp_router3_dynamic_fixed50_reps4/logs/weighted_adaptive_9000_np3_rep3.log
weighted_adaptive,9000,4,4.0869316950000005,50,9.003957016076787e-09,9.00395696391311e-09,0.09999960189822495,3,weighted-chunk,"0.9570685683,0.9562114418,1.08671999","0.8639449357,0.9885344758,1.147520588",/home/tung/Parallel-Programming-Project/mpi-sinkhorn-step/results/bench_cpp_router3_dynamic_fixed50_reps4/weighted_adaptive_9000_np3_rep4.json,/home/tung/Parallel-Programming-Project/mpi-sinkhorn-step/results/bench_cpp_router3_dynamic_fixed50_reps4/logs/weighted_adaptive_9000_np3_rep4.log
weighted_equal,10000,1,4.978231073,50,1.0003939642647184e-08,1.0003939613577014e-08,0.09999382893215608,3,weighted-chunk,"1,1,1","0.9024098872,0.9907125437,1.106877569",/home/tung/Parallel-Programming-Project/mpi-sinkhorn-step/results/bench_cpp_router3_dynamic_fixed50_reps4/weighted_equal_10000_np3_rep1.json,/home/tung/Parallel-Programming-Project/mpi-sinkhorn-step/results/bench_cpp_router3_dynamic_fixed50_reps4/logs/weighted_equal_10000_np3_rep1.log
weighted_equal,10000,2,4.720118014,50,1.0003939642647184e-08,1.0003939613577014e-08,0.09999382893215608,3,weighted-chunk,"1,1,1","0.9288758135,0.9785017448,1.092622442",/home/tung/Parallel-Programming-Project/mpi-sinkhorn-step/results/bench_cpp_router3_dynamic_fixed50_reps4/weighted_equal_10000_np3_rep2.json,/home/tung/Parallel-Programming-Project/mpi-sinkhorn-step/results/bench_cpp_router3_dynamic_fixed50_reps4/logs/weighted_equal_10000_np3_rep2.log
weighted_equal,10000,3,4.624618734,50,1.0003939642647184e-08,1.0003939613577014e-08,0.09999382893215608,3,weighted-chunk,"1,1,1","0.9352836608,0.9575277157,1.107188623",/home/tung/Parallel-Programming-Project/mpi-sinkhorn-step/results/bench_cpp_router3_dynamic_fixed50_reps4/weighted_equal_10000_np3_rep3.json,/home/tung/Parallel-Programming-Project/mpi-sinkhorn-step/results/bench_cpp_router3_dynamic_fixed50_reps4/logs/weighted_equal_10000_np3_rep3.log
weighted_equal,10000,4,4.6239340790000005,50,1.0003939642647184e-08,1.0003939613577014e-08,0.09999382893215608,3,weighted-chunk,"1,1,1","0.9514469008,0.9447281246,1.103824975",/home/tung/Parallel-Programming-Project/mpi-sinkhorn-step/results/bench_cpp_router3_dynamic_fixed50_reps4/weighted_equal_10000_np3_rep4.json,/home/tung/Parallel-Programming-Project/mpi-sinkhorn-step/results/bench_cpp_router3_dynamic_fixed50_reps4/logs/weighted_equal_10000_np3_rep4.log
weighted_equal,11000,1,5.803371372,50,1.100392254457783e-08,1.1003922560163235e-08,0.09999828572853854,3,weighted-chunk,"1,1,1","0.9305532827,0.9613344418,1.108112275",/home/tung/Parallel-Programming-Project/mpi-sinkhorn-step/results/bench_cpp_router3_dynamic_fixed50_reps4/weighted_equal_11000_np3_rep1.json,/home/tung/Parallel-Programming-Project/mpi-sinkhorn-step/results/bench_cpp_router3_dynamic_fixed50_reps4/logs/weighted_equal_11000_np3_rep1.log
weighted_equal,11000,2,6.309055238,50,1.100392254457783e-08,1.1003922560163235e-08,0.09999828572853854,3,weighted-chunk,"1,1,1","0.8571352661,0.9868060147,1.156058719",/home/tung/Parallel-Programming-Project/mpi-sinkhorn-step/results/bench_cpp_router3_dynamic_fixed50_reps4/weighted_equal_11000_np3_rep2.json,/home/tung/Parallel-Programming-Project/mpi-sinkhorn-step/results/bench_cpp_router3_dynamic_fixed50_reps4/logs/weighted_equal_11000_np3_rep2.log
weighted_equal,11000,3,5.469874989,50,1.100392254457783e-08,1.1003922560163235e-08,0.09999828572853854,3,weighted-chunk,"1,1,1","0.9623947611,0.9565182837,1.081086955",/home/tung/Parallel-Programming-Project/mpi-sinkhorn-step/results/bench_cpp_router3_dynamic_fixed50_reps4/weighted_equal_11000_np3_rep3.json,/home/tung/Parallel-Programming-Project/mpi-sinkhorn-step/results/bench_cpp_router3_dynamic_fixed50_reps4/logs/weighted_equal_11000_np3_rep3.log
weighted_equal,11000,4,5.697435992,50,1.100392254457783e-08,1.1003922560163235e-08,0.09999828572853854,3,weighted-chunk,"1,1,1","0.9446025526,0.9763735122,1.079023935",/home/tung/Parallel-Programming-Project/mpi-sinkhorn-step/results/bench_cpp_router3_dynamic_fixed50_reps4/weighted_equal_11000_np3_rep4.json,/home/tung/Parallel-Programming-Project/mpi-sinkhorn-step/results/bench_cpp_router3_dynamic_fixed50_reps4/logs/weighted_equal_11000_np3_rep4.log
weighted_equal,12000,1,7.349553022,50,1.2003910771445471e-08,1.2003910746779872e-08,0.09999918236085556,3,weighted-chunk,"1,1,1","0.979241454,0.8756273036,1.145131242",/home/tung/Parallel-Programming-Project/mpi-sinkhorn-step/results/bench_cpp_router3_dynamic_fixed50_reps4/weighted_equal_12000_np3_rep1.json,/home/tung/Parallel-Programming-Project/mpi-sinkhorn-step/results/bench_cpp_router3_dynamic_fixed50_reps4/logs/weighted_equal_12000_np3_rep1.log
weighted_equal,12000,2,6.7119331970000005,50,1.2003910771445471e-08,1.2003910746779872e-08,0.09999918236085556,3,weighted-chunk,"1,1,1","0.9225804464,0.9622947621,1.115124792",/home/tung/Parallel-Programming-Project/mpi-sinkhorn-step/results/bench_cpp_router3_dynamic_fixed50_reps4/weighted_equal_12000_np3_rep2.json,/home/tung/Parallel-Programming-Project/mpi-sinkhorn-step/results/bench_cpp_router3_dynamic_fixed50_reps4/logs/weighted_equal_12000_np3_rep2.log
weighted_equal,12000,3,6.528455683,50,1.2003910771445471e-08,1.2003910746779872e-08,0.09999918236085556,3,weighted-chunk,"1,1,1","0.9716121836,0.925214394,1.103173422",/home/tung/Parallel-Programming-Project/mpi-sinkhorn-step/results/bench_cpp_router3_dynamic_fixed50_reps4/weighted_equal_12000_np3_rep3.json,/home/tung/Parallel-Programming-Project/mpi-sinkhorn-step/results/bench_cpp_router3_dynamic_fixed50_reps4/logs/weighted_equal_12000_np3_rep3.log
weighted_equal,12000,4,6.843708766,50,1.2003910771445471e-08,1.2003910746779872e-08,0.09999918236085556,3,weighted-chunk,"1,1,1","0.9373776652,0.9727877411,1.089834594",/home/tung/Parallel-Programming-Project/mpi-sinkhorn-step/results/bench_cpp_router3_dynamic_fixed50_reps4/weighted_equal_12000_np3_rep4.json,/home/tung/Parallel-Programming-Project/mpi-sinkhorn-step/results/bench_cpp_router3_dynamic_fixed50_reps4/logs/weighted_equal_12000_np3_rep4.log
weighted_equal,2000,1,0.6121406260000001,50,2.00414122049266e-09,2.0041411670414927e-09,0.10013719867161991,3,weighted-chunk,"1,1,1","0.8920381637,0.8873557756,1.220606061",/home/tung/Parallel-Programming-Project/mpi-sinkhorn-step/results/bench_cpp_router3_dynamic_fixed50_reps4/weighted_equal_2000_np3_rep1.json,/home/tung/Parallel-Programming-Project/mpi-sinkhorn-step/results/bench_cpp_router3_dynamic_fixed50_reps4/logs/weighted_equal_2000_np3_rep1.log
weighted_equal,2000,2,0.542428332,50,2.00414122049266e-09,2.0041411670414927e-09,0.10013719867161991,3,weighted-chunk,"1,1,1","0.9161828241,0.8603002516,1.223516924",/home/tung/Parallel-Programming-Project/mpi-sinkhorn-step/results/bench_cpp_router3_dynamic_fixed50_reps4/weighted_equal_2000_np3_rep2.json,/home/tung/Parallel-Programming-Project/mpi-sinkhorn-step/results/bench_cpp_router3_dynamic_fixed50_reps4/logs/weighted_equal_2000_np3_rep2.log
weighted_equal,2000,3,0.562148588,50,2.00414122049266e-09,2.0041411670414927e-09,0.10013719867161991,3,weighted-chunk,"1,1,1","0.908493113,0.8504339997,1.241072887",/home/tung/Parallel-Programming-Project/mpi-sinkhorn-step/results/bench_cpp_router3_dynamic_fixed50_reps4/weighted_equal_2000_np3_rep3.json,/home/tung/Parallel-Programming-Project/mpi-sinkhorn-step/results/bench_cpp_router3_dynamic_fixed50_reps4/logs/weighted_equal_2000_np3_rep3.log
weighted_equal,2000,4,0.532754993,50,2.00414122049266e-09,2.0041411670414927e-09,0.10013719867161991,3,weighted-chunk,"1,1,1","0.926691186,0.8391280404,1.234180774",/home/tung/Parallel-Programming-Project/mpi-sinkhorn-step/results/bench_cpp_router3_dynamic_fixed50_reps4/weighted_equal_2000_np3_rep4.json,/home/tung/Parallel-Programming-Project/mpi-sinkhorn-step/results/bench_cpp_router3_dynamic_fixed50_reps4/logs/weighted_equal_2000_np3_rep4.log
weighted_equal,3000,1,0.7369639769999999,50,3.004123871213661e-09,3.0041239267248124e-09,0.10008101795440734,3,weighted-chunk,"1,1,1","0.8970006352,0.9619902198,1.141009145",/home/tung/Parallel-Programming-Project/mpi-sinkhorn-step/results/bench_cpp_router3_dynamic_fixed50_reps4/weighted_equal_3000_np3_rep1.json,/home/tung/Parallel-Programming-Project/mpi-sinkhorn-step/results/bench_cpp_router3_dynamic_fixed50_reps4/logs/weighted_equal_3000_np3_rep1.log
weighted_equal,3000,2,0.820019672,50,3.004123871213661e-09,3.0041239267248124e-09,0.10008101795440734,3,weighted-chunk,"1,1,1","0.7929399733,0.9986083551,1.208451672",/home/tung/Parallel-Programming-Project/mpi-sinkhorn-step/results/bench_cpp_router3_dynamic_fixed50_reps4/weighted_equal_3000_np3_rep2.json,/home/tung/Parallel-Programming-Project/mpi-sinkhorn-step/results/bench_cpp_router3_dynamic_fixed50_reps4/logs/weighted_equal_3000_np3_rep2.log
weighted_equal,3000,3,0.803557388,50,3.004123871213661e-09,3.0041239267248124e-09,0.10008101795440734,3,weighted-chunk,"1,1,1","0.8052419005,1.002883205,1.191874894",/home/tung/Parallel-Programming-Project/mpi-sinkhorn-step/results/bench_cpp_router3_dynamic_fixed50_reps4/weighted_equal_3000_np3_rep3.json,/home/tung/Parallel-Programming-Project/mpi-sinkhorn-step/results/bench_cpp_router3_dynamic_fixed50_reps4/logs/weighted_equal_3000_np3_rep3.log
weighted_equal,3000,4,0.683179761,50,3.004123871213661e-09,3.0041239267248124e-09,0.10008101795440734,3,weighted-chunk,"1,1,1","0.9633492031,0.9166849143,1.119965883",/home/tung/Parallel-Programming-Project/mpi-sinkhorn-step/results/bench_cpp_router3_dynamic_fixed50_reps4/weighted_equal_3000_np3_rep4.json,/home/tung/Parallel-Programming-Project/mpi-sinkhorn-step/results/bench_cpp_router3_dynamic_fixed50_reps4/logs/weighted_equal_3000_np3_rep4.log
weighted_equal,4000,1,1.156253823,50,4.0039987053469735e-09,4.003998698191239e-09,0.10001810744138176,3,weighted-chunk,"1,1,1","0.9032940327,0.9604925216,1.136213446",/home/tung/Parallel-Programming-Project/mpi-sinkhorn-step/results/bench_cpp_router3_dynamic_fixed50_reps4/weighted_equal_4000_np3_rep1.json,/home/tung/Parallel-Programming-Project/mpi-sinkhorn-step/results/bench_cpp_router3_dynamic_fixed50_reps4/logs/weighted_equal_4000_np3_rep1.log
weighted_equal,4000,2,1.174036839,50,4.0039987053469735e-09,4.003998698191239e-09,0.10001810744138176,3,weighted-chunk,"1,1,1","0.8490653375,0.9808893362,1.170045326",/home/tung/Parallel-Programming-Project/mpi-sinkhorn-step/results/bench_cpp_router3_dynamic_fixed50_reps4/weighted_equal_4000_np3_rep2.json,/home/tung/Parallel-Programming-Project/mpi-sinkhorn-step/results/bench_cpp_router3_dynamic_fixed50_reps4/logs/weighted_equal_4000_np3_rep2.log
weighted_equal,4000,3,1.17995829,50,4.0039987053469735e-09,4.003998698191239e-09,0.10001810744138176,3,weighted-chunk,"1,1,1","0.8362233594,0.9903000133,1.173476627",/home/tung/Parallel-Programming-Project/mpi-sinkhorn-step/results/bench_cpp_router3_dynamic_fixed50_reps4/weighted_equal_4000_np3_rep3.json,/home/tung/Parallel-Programming-Project/mpi-sinkhorn-step/results/bench_cpp_router3_dynamic_fixed50_reps4/logs/weighted_equal_4000_np3_rep3.log
weighted_equal,4000,4,1.052464802,50,4.0039987053469735e-09,4.003998698191239e-09,0.10001810744138176,3,weighted-chunk,"1,1,1","0.9541042427,0.9246081687,1.121287589",/home/tung/Parallel-Programming-Project/mpi-sinkhorn-step/results/bench_cpp_router3_dynamic_fixed50_reps4/weighted_equal_4000_np3_rep4.json,/home/tung/Parallel-Programming-Project/mpi-sinkhorn-step/results/bench_cpp_router3_dynamic_fixed50_reps4/logs/weighted_equal_4000_np3_rep4.log
