experiment,kind,size,np,max_iters,rep,runtime_sec,objective,row_error,col_error,column_syncs,column_payload_bytes,hostnames,local_rows_by_rank,rank_compute_sec,rank_comm_sec,rank_total_sec,max_rank_compute_sec,max_rank_comm_sec,max_rank_overhead_sec,max_rank_total_sec,min_rank_total_sec,rank_imbalance_pct,json
baseline,seq,7000,1,50,1,8.208947384,0.10000462254474766,7.0039613758526246e-09,7.00396134118526e-09,0,0,vmubuntu,[],[],[],[],nan,nan,nan,8.208947384,8.208947384,0.0,/home/tung/Parallel-Programming-Project/mpi-sinkhorn-step/results/bench_cpp_wifi3_25_26_190_report_suite/baseline_seq_n7000_iters50_rep1.json
baseline,seq,7000,1,50,2,6.0705481,0.10000462254474766,7.0039613758526246e-09,7.00396134118526e-09,0,0,vmubuntu,[],[],[],[],nan,nan,nan,6.0705481,6.0705481,0.0,/home/tung/Parallel-Programming-Project/mpi-sinkhorn-step/results/bench_cpp_wifi3_25_26_190_report_suite/baseline_seq_n7000_iters50_rep2.json
baseline,seq,7000,1,50,3,6.492076488,0.10000462254474766,7.0039613758526246e-09,7.00396134118526e-09,0,0,vmubuntu,[],[],[],[],nan,nan,nan,6.492076488,6.492076488,0.0,/home/tung/Parallel-Programming-Project/mpi-sinkhorn-step/results/bench_cpp_wifi3_25_26_190_report_suite/baseline_seq_n7000_iters50_rep3.json
baseline,seq,7000,1,50,4,6.287054763,0.10000462254474766,7.0039613758526246e-09,7.00396134118526e-09,0,0,vmubuntu,[],[],[],[],nan,nan,nan,6.287054763,6.287054763,0.0,/home/tung/Parallel-Programming-Project/mpi-sinkhorn-step/results/bench_cpp_wifi3_25_26_190_report_suite/baseline_seq_n7000_iters50_rep4.json
baseline,mpi,7000,3,50,1,3.87534658,0.10000462254472511,7.003961358640915e-09,7.003961360538269e-09,50,2800000,vmubuntu;VMubuntu;quan,"[2334, 2333, 2333]","[3.024779653, 2.186987979000002, 1.8079027859999992]","[0.8434547910000013, 1.6866379280000028, 2.0608080190000004]","[3.8701116869999996, 3.87534658, 3.869445969]",3.024779653,2.0608080190000004,0.001877242999998363,3.87534658,3.869445969,0.15226021410451357,/home/tung/Parallel-Programming-Project/mpi-sinkhorn-step/results/bench_cpp_wifi3_25_26_190_report_suite/baseline_mpi_n7000_np3_iters50_rep1.json
baseline,mpi,7000,3,50,2,3.17695925,0.10000462254472511,7.003961358640915e-09,7.003961360538269e-09,50,2800000,vmubuntu;VMubuntu;quan,"[2334, 2333, 2333]","[2.287579857000001, 2.1867224679999984, 1.7437129429999993]","[0.886305106999999, 0.989865898999999, 1.4272792840000026]","[3.174245295, 3.17695925, 3.171841214]",2.287579857000001,1.4272792840000026,0.0008489869999981359,3.17695925,3.171841214,0.16109857247932363,/home/tung/Parallel-Programming-Project/mpi-sinkhorn-step/results/bench_cpp_wifi3_25_26_190_report_suite/baseline_mpi_n7000_np3_iters50_rep2.json
baseline,mpi,7000,3,50,3,3.102201587,0.10000462254472511,7.003961358640915e-09,7.003961360538269e-09,50,2800000,vmubuntu;VMubuntu;quan,"[2334, 2333, 2333]","[2.2768362220000014, 2.211356142, 1.736442517]","[0.8212261209999991, 0.8902967610000009, 1.3593610429999998]","[3.098573992, 3.102201587, 3.0964190929999997]",2.2768362220000014,1.3593610429999998,0.0006155329999999459,3.102201587,3.0964190929999997,0.18639968544379495,/home/tung/Parallel-Programming-Project/mpi-sinkhorn-step/results/bench_cpp_wifi3_25_26_190_report_suite/baseline_mpi_n7000_np3_iters50_rep3.json
baseline,mpi,7000,3,50,4,3.215596978,0.10000462254472511,7.003961358640915e-09,7.003961360538269e-09,50,2800000,vmubuntu;VMubuntu;quan,"[2334, 2333, 2333]","[2.379788771, 2.2962570600000016, 1.7297335440000012]","[0.8354468650000002, 0.9181822959999997, 1.481255146000001]","[3.215596978, 3.2148123170000003, 3.211717841]",2.379788771,1.481255146000001,0.0007291509999978185,3.215596978,3.211717841,0.12063504930934783,/home/tung/Parallel-Programming-Project/mpi-sinkhorn-step/results/bench_cpp_wifi3_25_26_190_report_suite/baseline_mpi_n7000_np3_iters50_rep4.json
baseline,seq,8000,1,50,1,10.13035124,0.09999732950020368,8.003961391426671e-09,8.003961402810794e-09,0,0,vmubuntu,[],[],[],[],nan,nan,nan,10.13035124,10.13035124,0.0,/home/tung/Parallel-Programming-Project/mpi-sinkhorn-step/results/bench_cpp_wifi3_25_26_190_report_suite/baseline_seq_n8000_iters50_rep1.json
baseline,seq,8000,1,50,2,8.816719646,0.09999732950020368,8.003961391426671e-09,8.003961402810794e-09,0,0,vmubuntu,[],[],[],[],nan,nan,nan,8.816719646,8.816719646,0.0,/home/tung/Parallel-Programming-Project/mpi-sinkhorn-step/results/bench_cpp_wifi3_25_26_190_report_suite/baseline_seq_n8000_iters50_rep2.json
baseline,seq,8000,1,50,3,8.002353938,0.09999732950020368,8.003961391426671e-09,8.003961402810794e-09,0,0,vmubuntu,[],[],[],[],nan,nan,nan,8.002353938,8.002353938,0.0,/home/tung/Parallel-Programming-Project/mpi-sinkhorn-step/results/bench_cpp_wifi3_25_26_190_report_suite/baseline_seq_n8000_iters50_rep3.json
baseline,seq,8000,1,50,4,8.576006725000001,0.09999732950020368,8.003961391426671e-09,8.003961402810794e-09,0,0,vmubuntu,[],[],[],[],nan,nan,nan,8.576006725000001,8.576006725000001,0.0,/home/tung/Parallel-Programming-Project/mpi-sinkhorn-step/results/bench_cpp_wifi3_25_26_190_report_suite/baseline_seq_n8000_iters50_rep4.json
baseline,mpi,8000,3,50,1,4.390529519999999,0.09999732950017405,8.003961392971659e-09,8.00396141105073e-09,50,3200000,vmubuntu;VMubuntu;quan,"[2667, 2667, 2666]","[3.4174297899999995, 2.9116320069999997, 2.283430013000001]","[0.9669602159999984, 1.4727107599999993, 2.106425601999999]","[4.3862333630000006, 4.3864617820000005, 4.390529519999999]",3.4174297899999995,2.106425601999999,0.002119015000001445,4.390529519999999,4.3862333630000006,0.09785054354898991,/home/tung/Parallel-Programming-Project/mpi-sinkhorn-step/results/bench_cpp_wifi3_25_26_190_report_suite/baseline_mpi_n8000_np3_iters50_rep1.json
baseline,mpi,8000,3,50,2,4.609138107,0.09999732950017405,8.003961392971659e-09,8.00396141105073e-09,50,3200000,vmubuntu;VMubuntu;quan,"[2667, 2667, 2666]","[3.234074285, 2.888586149999999, 2.2587590769999997]","[1.3730829590000024, 1.7197826550000008, 2.3453986499999973]","[4.6077269030000005, 4.609138107, 4.604889110999999]",3.234074285,2.3453986499999973,0.0007693019999996942,4.609138107,4.604889110999999,0.0921863459362877,/home/tung/Parallel-Programming-Project/mpi-sinkhorn-step/results/bench_cpp_wifi3_25_26_190_report_suite/baseline_mpi_n8000_np3_iters50_rep2.json
baseline,mpi,8000,3,50,3,3.8122733600000003,0.09999732950017405,8.003961392971659e-09,8.00396141105073e-09,50,3200000,vmubuntu;VMubuntu;quan,"[2667, 2667, 2666]","[2.9753502789999993, 2.8816681219999998, 2.2562428160000003]","[0.8305347870000004, 0.9301324569999994, 1.5534261010000012]","[3.806753108, 3.8122733600000003, 3.8103761069999997]",2.9753502789999993,1.5534261010000012,0.0008680420000004574,3.8122733600000003,3.806753108,0.14480210306850003,/home/tung/Parallel-Programming-Project/mpi-sinkhorn-step/results/bench_cpp_wifi3_25_26_190_report_suite/baseline_mpi_n8000_np3_iters50_rep3.json
baseline,mpi,8000,3,50,4,3.867418089,0.09999732950017405,8.003961392971659e-09,8.00396141105073e-09,50,3200000,vmubuntu;VMubuntu;quan,"[2667, 2667, 2666]","[2.950154286, 2.925837526000001, 2.2526826130000006]","[0.9116985669999995, 0.9408887410000004, 1.6121397299999995]","[3.862491663, 3.867418089, 3.865591274]",2.950154286,1.6121397299999995,0.0007689309999996397,3.867418089,3.862491663,0.1273828142349553,/home/tung/Parallel-Programming-Project/mpi-sinkhorn-step/results/bench_cpp_wifi3_25_26_190_report_suite/baseline_mpi_n8000_np3_iters50_rep4.json
baseline,seq,9000,1,50,1,12.374905379,0.09999960189824096,9.00395704661063e-09,9.003957000193225e-09,0,0,vmubuntu,[],[],[],[],nan,nan,nan,12.374905379,12.374905379,0.0,/home/tung/Parallel-Programming-Project/mpi-sinkhorn-step/results/bench_cpp_wifi3_25_26_190_report_suite/baseline_seq_n9000_iters50_rep1.json
baseline,seq,9000,1,50,2,10.605875355,0.09999960189824096,9.00395704661063e-09,9.003957000193225e-09,0,0,vmubuntu,[],[],[],[],nan,nan,nan,10.605875355,10.605875355,0.0,/home/tung/Parallel-Programming-Project/mpi-sinkhorn-step/results/bench_cpp_wifi3_25_26_190_report_suite/baseline_seq_n9000_iters50_rep2.json
baseline,seq,9000,1,50,3,10.111020509,0.09999960189824096,9.00395704661063e-09,9.003957000193225e-09,0,0,vmubuntu,[],[],[],[],nan,nan,nan,10.111020509,10.111020509,0.0,/home/tung/Parallel-Programming-Project/mpi-sinkhorn-step/results/bench_cpp_wifi3_25_26_190_report_suite/baseline_seq_n9000_iters50_rep3.json
baseline,seq,9000,1,50,4,11.808540239,0.09999960189824096,9.00395704661063e-09,9.003957000193225e-09,0,0,vmubuntu,[],[],[],[],nan,nan,nan,11.808540239,11.808540239,0.0,/home/tung/Parallel-Programming-Project/mpi-sinkhorn-step/results/bench_cpp_wifi3_25_26_190_report_suite/baseline_seq_n9000_iters50_rep4.json
baseline,mpi,9000,3,50,1,5.209998855,0.09999960189822804,9.003957010452488e-09,9.003956967924658e-09,50,3600000,vmubuntu;VMubuntu;quan,"[3000, 3000, 3000]","[4.229560845999999, 3.969983835999999, 3.1814963299999985]","[0.9760244159999987, 1.2372615969999994, 2.027688823999997]","[5.207723110000001, 5.209442406, 5.209998855]",4.229560845999999,2.027688823999997,0.0021969730000015453,5.209998855,5.207723110000001,0.0436803358951889,/home/tung/Parallel-Programming-Project/mpi-sinkhorn-step/results/bench_cpp_wifi3_25_26_190_report_suite/baseline_mpi_n9000_np3_iters50_rep1.json
baseline,mpi,9000,3,50,2,5.278506723,0.09999960189822804,9.003957010452488e-09,9.003956967924658e-09,50,3600000,vmubuntu;VMubuntu;quan,"[3000, 3000, 3000]","[4.371260291999999, 3.631325708, 2.862593059999996]","[0.9017779380000029, 1.6461896389999984, 2.4151392640000005]","[5.273927231, 5.278005829, 5.278506723]",4.371260291999999,2.4151392640000005,0.000889000999998335,5.278506723,5.273927231,0.08675733953402638,/home/tung/Parallel-Programming-Project/mpi-sinkhorn-step/results/bench_cpp_wifi3_25_26_190_report_suite/baseline_mpi_n9000_np3_iters50_rep2.json
baseline,mpi,9000,3,50,3,4.716954499000001,0.09999960189822804,9.003957010452488e-09,9.003956967924658e-09,50,3600000,vmubuntu;VMubuntu;quan,"[3000, 3000, 3000]","[3.664624426999999, 3.7097708429999994, 2.8493737010000006]","[1.0473226649999992, 1.0063326490000013, 1.8635911490000006]","[4.712532958, 4.716954499000001, 4.713875979]",3.7097708429999994,1.8635911490000006,0.0009111289999987893,4.716954499000001,4.712532958,0.09373719846011658,/home/tung/Parallel-Programming-Project/mpi-sinkhorn-step/results/bench_cpp_wifi3_25_26_190_report_suite/baseline_mpi_n9000_np3_iters50_rep3.json
baseline,mpi,9000,3,50,4,4.837084034,0.09999960189822804,9.003957010452488e-09,9.003956967924658e-09,50,3600000,vmubuntu;VMubuntu;quan,"[3000, 3000, 3000]","[3.7109037290000018, 3.7068511309999983, 2.857429894000001]","[1.1219827260000024, 1.1282743600000003, 1.9787651890000015]","[4.833378037, 4.835994523, 4.837084034]",3.7109037290000018,1.9787651890000015,0.0008889509999976397,4.837084034,4.833378037,0.07661634517718534,/home/tung/Parallel-Programming-Project/mpi-sinkhorn-step/results/bench_cpp_wifi3_25_26_190_report_suite/baseline_mpi_n9000_np3_iters50_rep4.json
baseline,seq,10000,1,50,1,16.224094811999997,0.09999382893214502,1.0003939657094178e-08,1.0003939648176616e-08,0,0,vmubuntu,[],[],[],[],nan,nan,nan,16.224094811999997,16.224094811999997,0.0,/home/tung/Parallel-Programming-Project/mpi-sinkhorn-step/results/bench_cpp_wifi3_25_26_190_report_suite/baseline_seq_n10000_iters50_rep1.json
baseline,seq,10000,1,50,2,12.419308291,0.09999382893214502,1.0003939657094178e-08,1.0003939648176616e-08,0,0,vmubuntu,[],[],[],[],nan,nan,nan,12.419308291,12.419308291,0.0,/home/tung/Parallel-Programming-Project/mpi-sinkhorn-step/results/bench_cpp_wifi3_25_26_190_report_suite/baseline_seq_n10000_iters50_rep2.json
baseline,seq,10000,1,50,3,12.289189312,0.09999382893214502,1.0003939657094178e-08,1.0003939648176616e-08,0,0,vmubuntu,[],[],[],[],nan,nan,nan,12.289189312,12.289189312,0.0,/home/tung/Parallel-Programming-Project/mpi-sinkhorn-step/results/bench_cpp_wifi3_25_26_190_report_suite/baseline_seq_n10000_iters50_rep3.json
baseline,seq,10000,1,50,4,12.712910476,0.09999382893214502,1.0003939657094178e-08,1.0003939648176616e-08,0,0,vmubuntu,[],[],[],[],nan,nan,nan,12.712910476,12.712910476,0.0,/home/tung/Parallel-Programming-Project/mpi-sinkhorn-step/results/bench_cpp_wifi3_25_26_190_report_suite/baseline_seq_n10000_iters50_rep4.json
baseline,mpi,10000,3,50,1,7.30141925,0.09999382893214112,1.0003939636751835e-08,1.0003939617724087e-08,50,4000000,vmubuntu;VMubuntu;quan,"[3334, 3333, 3333]","[5.173170927000001, 5.045748996, 4.180574621000002]","[2.121946013999997, 2.2532176140000035, 3.1168254039999974]","[7.297857067000001, 7.30141925, 7.298792071]",5.173170927000001,3.1168254039999974,0.0027401260000026184,7.30141925,7.297857067000001,0.04878754223022686,/home/tung/Parallel-Programming-Project/mpi-sinkhorn-step/results/bench_cpp_wifi3_25_26_190_report_suite/baseline_mpi_n10000_np3_iters50_rep1.json
baseline,mpi,10000,3,50,2,8.686865913,0.09999382893214112,1.0003939636751835e-08,1.0003939617724087e-08,50,4000000,vmubuntu;VMubuntu;quan,"[3334, 3333, 3333]","[6.775798349999998, 4.536675174000003, 3.533907029]","[1.9099822049999986, 4.149347828, 5.152045741999999]","[8.686769639, 8.686570293, 8.686865913]",6.775798349999998,5.152045741999999,0.000989084000003082,8.686865913,8.686570293,0.003403068528511254,/home/tung/Parallel-Programming-Project/mpi-sinkhorn-step/results/bench_cpp_wifi3_25_26_190_report_suite/baseline_mpi_n10000_np3_iters50_rep2.json
baseline,mpi,10000,3,50,3,5.797522433,0.09999382893214112,1.0003939636751835e-08,1.0003939617724087e-08,50,4000000,vmubuntu;VMubuntu;quan,"[3334, 3333, 3333]","[4.808952816999998, 4.561479364000002, 3.491682182999998]","[0.9800277930000012, 1.2343271519999996, 2.304823259000001]","[5.78955519, 5.796386888, 5.797522433]",4.808952816999998,2.304823259000001,0.0010169910000010773,5.797522433,5.78955519,0.13742496199152526,/home/tung/Parallel-Programming-Project/mpi-sinkhorn-step/results/bench_cpp_wifi3_25_26_190_report_suite/baseline_mpi_n10000_np3_iters50_rep3.json
baseline,mpi,10000,3,50,4,5.621956827,0.09999382893214112,1.0003939636751835e-08,1.0003939617724087e-08,50,4000000,vmubuntu;VMubuntu;quan,"[3334, 3333, 3333]","[4.559344777999998, 4.588276587000002, 3.525607824000003]","[1.060025659, 1.0330815090000007, 2.0888511419999976]","[5.619922851, 5.621956827, 5.615275539]",4.588276587000002,2.0888511419999976,0.0008165729999993765,5.621956827,5.615275539,0.11884274827427858,/home/tung/Parallel-Programming-Project/mpi-sinkhorn-step/results/bench_cpp_wifi3_25_26_190_report_suite/baseline_mpi_n10000_np3_iters50_rep4.json
baseline,seq,11000,1,50,1,17.295378057,0.099998285728546,1.1003922502009341e-08,1.100392250640036e-08,0,0,vmubuntu,[],[],[],[],nan,nan,nan,17.295378057,17.295378057,0.0,/home/tung/Parallel-Programming-Project/mpi-sinkhorn-step/results/bench_cpp_wifi3_25_26_190_report_suite/baseline_seq_n11000_iters50_rep1.json
baseline,seq,11000,1,50,2,14.893894707,0.099998285728546,1.1003922502009341e-08,1.100392250640036e-08,0,0,vmubuntu,[],[],[],[],nan,nan,nan,14.893894707,14.893894707,0.0,/home/tung/Parallel-Programming-Project/mpi-sinkhorn-step/results/bench_cpp_wifi3_25_26_190_report_suite/baseline_seq_n11000_iters50_rep2.json
baseline,seq,11000,1,50,3,14.930178246999999,0.099998285728546,1.1003922502009341e-08,1.100392250640036e-08,0,0,vmubuntu,[],[],[],[],nan,nan,nan,14.930178246999999,14.930178246999999,0.0,/home/tung/Parallel-Programming-Project/mpi-sinkhorn-step/results/bench_cpp_wifi3_25_26_190_report_suite/baseline_seq_n11000_iters50_rep3.json
baseline,seq,11000,1,50,4,15.195514081999999,0.099998285728546,1.1003922502009341e-08,1.100392250640036e-08,0,0,vmubuntu,[],[],[],[],nan,nan,nan,15.195514081999999,15.195514081999999,0.0,/home/tung/Parallel-Programming-Project/mpi-sinkhorn-step/results/bench_cpp_wifi3_25_26_190_report_suite/baseline_seq_n11000_iters50_rep4.json
baseline,mpi,11000,3,50,1,8.24837203,0.09999828572853049,1.1003922541772456e-08,1.1003922575464039e-08,50,4400000,vmubuntu;VMubuntu;quan,"[3667, 3667, 3666]","[6.207857602000001, 6.275602722999996, 5.3506545260000005]","[2.0379659820000016, 1.9686498130000003, 2.891898348999998]","[8.24837203, 8.247073986, 8.243462737]",6.275602722999996,2.891898348999998,0.002821450000003889,8.24837203,8.243462737,0.059518326551533565,/home/tung/Parallel-Programming-Project/mpi-sinkhorn-step/results/bench_cpp_wifi3_25_26_190_report_suite/baseline_mpi_n11000_np3_iters50_rep1.json
baseline,mpi,11000,3,50,2,7.5522756079999995,0.09999828572853049,1.1003922541772456e-08,1.1003922575464039e-08,50,4400000,vmubuntu;VMubuntu;quan,"[3667, 3667, 3666]","[6.51596483, 5.471196079999997, 4.351424483000004]","[1.0341286600000004, 2.075580618999999, 3.197818005999996]","[7.5522756079999995, 7.54772748, 7.550469161]",6.51596483,3.197818005999996,0.0021821179999994555,7.5522756079999995,7.54772748,0.06022195475999249,/home/tung/Parallel-Programming-Project/mpi-sinkhorn-step/results/bench_cpp_wifi3_25_26_190_report_suite/baseline_mpi_n11000_np3_iters50_rep2.json
baseline,mpi,11000,3,50,3,6.87267909,0.09999828572853049,1.1003922541772456e-08,1.1003922575464039e-08,50,4400000,vmubuntu;VMubuntu;quan,"[3667, 3667, 3666]","[5.635728764, 5.482000829000001, 4.604609245000004]","[1.2349305740000003, 1.3898172900000003, 2.260839635999999]","[6.871521749, 6.87267909, 6.866678525]",5.635728764,2.260839635999999,0.00122964399999681,6.87267909,6.866678525,0.08731042030946773,/home/tung/Parallel-Programming-Project/mpi-sinkhorn-step/results/bench_cpp_wifi3_25_26_190_report_suite/baseline_mpi_n11000_np3_iters50_rep3.json
baseline,mpi,11000,3,50,4,6.817602724,0.09999828572853049,1.1003922541772456e-08,1.1003922575464039e-08,50,4400000,vmubuntu;VMubuntu;quan,"[3667, 3667, 3666]","[5.524293953999999, 5.588776542999999, 4.254594238000002]","[1.2845585389999998, 1.228129530999999, 2.5570540410000007]","[6.809524381, 6.817602724, 6.812453716]",5.588776542999999,2.5570540410000007,0.0008054369999976885,6.817602724,6.809524381,0.1184924280137654,/home/tung/Parallel-Programming-Project/mpi-sinkhorn-step/results/bench_cpp_wifi3_25_26_190_report_suite/baseline_mpi_n11000_np3_iters50_rep4.json
baseline,seq,12000,1,50,1,22.353779348,0.0999991823607845,1.2003910782558544e-08,1.2003910757743866e-08,0,0,vmubuntu,[],[],[],[],nan,nan,nan,22.353779348,22.353779348,0.0,/home/tung/Parallel-Programming-Project/mpi-sinkhorn-step/results/bench_cpp_wifi3_25_26_190_report_suite/baseline_seq_n12000_iters50_rep1.json
baseline,seq,12000,1,50,2,19.594261049,0.0999991823607845,1.2003910782558544e-08,1.2003910757743866e-08,0,0,vmubuntu,[],[],[],[],nan,nan,nan,19.594261049,19.594261049,0.0,/home/tung/Parallel-Programming-Project/mpi-sinkhorn-step/results/bench_cpp_wifi3_25_26_190_report_suite/baseline_seq_n12000_iters50_rep2.json
baseline,seq,12000,1,50,3,18.213265559,0.0999991823607845,1.2003910782558544e-08,1.2003910757743866e-08,0,0,vmubuntu,[],[],[],[],nan,nan,nan,18.213265559,18.213265559,0.0,/home/tung/Parallel-Programming-Project/mpi-sinkhorn-step/results/bench_cpp_wifi3_25_26_190_report_suite/baseline_seq_n12000_iters50_rep3.json
baseline,seq,12000,1,50,4,18.528989553,0.0999991823607845,1.2003910782558544e-08,1.2003910757743866e-08,0,0,vmubuntu,[],[],[],[],nan,nan,nan,18.528989553,18.528989553,0.0,/home/tung/Parallel-Programming-Project/mpi-sinkhorn-step/results/bench_cpp_wifi3_25_26_190_report_suite/baseline_seq_n12000_iters50_rep4.json
baseline,mpi,12000,3,50,1,8.524643794,0.09999918236084898,1.2003910753054692e-08,1.2003910722588611e-08,50,4800000,vmubuntu;VMubuntu;quan,"[4000, 4000, 4000]","[7.4406593899999995, 7.126819931, 5.658356594000002]","[1.0797625859999993, 1.394714935000003, 2.8641562309999964]","[8.523482043, 8.524643794, 8.523854616000001]",7.4406593899999995,2.8641562309999964,0.0031089279999962915,8.524643794,8.523482043,0.013628147146950586,/home/tung/Parallel-Programming-Project/mpi-sinkhorn-step/results/bench_cpp_wifi3_25_26_190_report_suite/baseline_mpi_n12000_np3_iters50_rep1.json
baseline,mpi,12000,3,50,2,8.399059277000001,0.09999918236084898,1.2003910753054692e-08,1.2003910722588611e-08,50,4800000,vmubuntu;VMubuntu;quan,"[4000, 4000, 4000]","[7.218537038999999, 6.515072702000002, 5.126739535999999]","[1.1676284659999983, 1.881661783999998, 3.2709734280000027]","[8.389305596, 8.397680927, 8.399059277000001]",7.218537038999999,3.2709734280000027,0.003140091000002343,8.399059277000001,8.389305596,0.11612825530009864,/home/tung/Parallel-Programming-Project/mpi-sinkhorn-step/results/bench_cpp_wifi3_25_26_190_report_suite/baseline_mpi_n12000_np3_iters50_rep2.json
baseline,mpi,12000,3,50,3,7.97565434,0.09999918236084898,1.2003910753054692e-08,1.2003910722588611e-08,50,4800000,vmubuntu;VMubuntu;quan,"[4000, 4000, 4000]","[6.7577282909999985, 6.647582386000002, 5.075893258000001]","[1.2165199999999992, 1.3272916360000018, 2.8944397210000026]","[7.975388372, 7.97565434, 7.971923007]",6.7577282909999985,2.8944397210000026,0.001590027999996746,7.97565434,7.971923007,0.04678403602932684,/home/tung/Parallel-Programming-Project/mpi-sinkhorn-step/results/bench_cpp_wifi3_25_26_190_report_suite/baseline_mpi_n12000_np3_iters50_rep3.json
baseline,mpi,12000,3,50,4,8.122526972,0.09999918236084898,1.2003910753054692e-08,1.2003910722588611e-08,50,4800000,vmubuntu;VMubuntu;quan,"[4000, 4000, 4000]","[6.605041151999996, 6.660639897000002, 5.322368311000006]","[1.5146340059999988, 1.4612655769999996, 2.795694733999998]","[8.120666073, 8.122526972, 8.119768335000002]",6.660639897000002,2.795694733999998,0.001705289999997639,8.122526972,8.119768335000002,0.03396279273072603,/home/tung/Parallel-Programming-Project/mpi-sinkhorn-step/results/bench_cpp_wifi3_25_26_190_report_suite/baseline_mpi_n12000_np3_iters50_rep4.json
input_calibration,mpi,8000,3,50,1,3.760022899,0.09999732950017405,8.003961392971659e-09,8.00396141105073e-09,50,3200000,vmubuntu;VMubuntu;quan,"[2667, 2667, 2666]","[2.9115718079999993, 2.9623108219999996, 2.2780695520000016]","[0.8477283849999998, 0.7971215499999977, 1.4789057340000002]","[3.759696053, 3.760022899, 3.7577994450000003]",2.9623108219999996,1.4789057340000002,0.0008241589999984367,3.760022899,3.7577994450000003,0.05913405475777876,/home/tung/Parallel-Programming-Project/mpi-sinkhorn-step/results/bench_cpp_wifi3_25_26_190_report_suite/input_calibration_mpi_n8000_np3_iters50_rep1.json
input_calibration,mpi,10000,3,50,1,5.709555254,0.09999382893214112,1.0003939636751835e-08,1.0003939617724087e-08,50,4000000,vmubuntu;VMubuntu;quan,"[3334, 3333, 3333]","[4.622992416999998, 4.597885418, 3.5345149129999975]","[1.071681869999999, 1.1109647000000042, 2.166967552]","[5.695604768, 5.709555254, 5.702639632]",4.622992416999998,2.166967552,0.00115716700000279,5.709555254,5.695604768,0.24433577361785364,/home/tung/Parallel-Programming-Project/mpi-sinkhorn-step/results/bench_cpp_wifi3_25_26_190_report_suite/input_calibration_mpi_n10000_np3_iters50_rep1.json
input_calibration,mpi,12000,3,50,1,8.954440169,0.09999918236084898,1.2003910753054692e-08,1.2003910722588611e-08,50,4800000,vmubuntu;VMubuntu;quan,"[4000, 4000, 4000]","[7.057102418000002, 6.6706110180000024, 5.172219778999996]","[1.8964260919999991, 2.2823566829999966, 3.7787549090000017]","[8.954440169, 8.953906295, 8.952242344]",7.057102418000002,3.7787549090000017,0.0012676560000022263,8.954440169,8.952242344,0.024544527167744745,/home/tung/Parallel-Programming-Project/mpi-sinkhorn-step/results/bench_cpp_wifi3_25_26_190_report_suite/input_calibration_mpi_n12000_np3_iters50_rep1.json
load_balance,mpi,8000,3,50,1,4.706965443,0.09999732950017405,8.003961392971659e-09,8.00396141105073e-09,50,3200000,vmubuntu;VMubuntu;quan,"[2667, 2667, 2666]","[3.7129279389999987, 3.053545137, 2.289531450000002]","[0.9933762309999998, 1.646371788999999, 2.412285976999999]","[4.706965443, 4.700420331, 4.702540731]",3.7129279389999987,2.412285976999999,0.000723303999999203,4.706965443,4.700420331,0.13905162634523127,/home/tung/Parallel-Programming-Project/mpi-sinkhorn-step/results/bench_cpp_wifi3_25_26_190_report_suite/load_balance_mpi_n8000_np3_iters50_rep1.json
load_balance,mpi,8000,3,50,2,4.372805199,0.09999732950017405,8.003961392971659e-09,8.00396141105073e-09,50,3200000,vmubuntu;VMubuntu;quan,"[2667, 2667, 2666]","[3.0754663180000024, 3.0342282889999983, 2.2734983130000006]","[1.2875388950000017, 1.3355330260000016, 2.098485443000001]","[4.3638682310000005, 4.370350476, 4.372805199]",3.0754663180000024,2.098485443000001,0.0008630179999964405,4.372805199,4.3638682310000005,0.20437608339020696,/home/tung/Parallel-Programming-Project/mpi-sinkhorn-step/results/bench_cpp_wifi3_25_26_190_report_suite/load_balance_mpi_n8000_np3_iters50_rep2.json
load_balance,mpi,8000,3,50,3,4.375745139,0.09999732950017405,8.003961392971659e-09,8.00396141105073e-09,50,3200000,vmubuntu;VMubuntu;quan,"[2667, 2667, 2666]","[3.285760028000001, 3.0170653600000006, 2.281922786000001]","[1.0829807879999997, 1.358058485999998, 2.080705835]","[4.369453619, 4.375745139, 4.363377754]",3.285760028000001,2.080705835,0.0007491329999993468,4.375745139,4.363377754,0.28263494804056316,/home/tung/Parallel-Programming-Project/mpi-sinkhorn-step/results/bench_cpp_wifi3_25_26_190_report_suite/load_balance_mpi_n8000_np3_iters50_rep3.json
process_sweep,mpi,8000,1,50,1,10.589251787,0.09999732950020368,8.003961391426671e-09,8.003961402810794e-09,50,3200000,vmubuntu,[8000],[10.586254752000007],[0.0005689020000003708],[10.589251787],10.586254752000007,0.0005689020000003708,0.0024281329999924495,10.589251787,10.589251787,0.0,/home/tung/Parallel-Programming-Project/mpi-sinkhorn-step/results/bench_cpp_wifi3_25_26_190_report_suite/process_sweep_mpi_n8000_np1_iters50_rep1.json
process_sweep,mpi,8000,1,50,2,9.373915804,0.09999732950020368,8.003961391426671e-09,8.003961402810794e-09,50,3200000,vmubuntu,[8000],[9.373173998999997],[0.0003614080000009512],[9.373915804],9.373173998999997,0.0003614080000009512,0.00038039700000136456,9.373915804,9.373915804,0.0,/home/tung/Parallel-Programming-Project/mpi-sinkhorn-step/results/bench_cpp_wifi3_25_26_190_report_suite/process_sweep_mpi_n8000_np1_iters50_rep2.json
