experiment,size,max_iters,np,rep,rank,local_rows,total_sec,compute_sec,comm_sec,overhead_sec
process_sweep,8000,50,6,2,1,1334,4.202960211,1.868286079000002,2.3341914250000015,0.0004827069999961964
process_sweep,8000,50,6,2,2,1333,4.195680906,1.1836487290000022,3.0114827039999996,0.0005494729999977466
process_sweep,8000,50,6,2,3,1333,4.203253535000001,2.1284499479999996,2.0739231590000005,0.0008804280000007658
process_sweep,8000,50,6,2,4,1333,4.198087342,1.8459794140000017,2.3512356180000005,0.0008723099999978778
process_sweep,8000,50,6,2,5,1333,4.198858167,1.170734491,3.0276785989999997,0.00044507700000018247
process_sweep,8000,50,6,3,0,1334,288.68467786699995,1.5096663120000147,287.1745341550002,0.0004773999997382816
process_sweep,8000,50,6,3,1,1334,288.692108694,1.9970666919998663,286.69448239399986,0.000559608000287426
process_sweep,8000,50,6,3,2,1333,288.686410939,1.188520377999904,287.49741751799985,0.0004730430002268804
process_sweep,8000,50,6,3,3,1333,288.692164559,1.5277771059999619,287.16391447600006,0.0004729769999585187
process_sweep,8000,50,6,3,4,1333,288.68312143,2.085198450999983,286.59726810300003,0.0006548759999986942
process_sweep,8000,50,6,3,5,1333,288.68849787799996,1.1883776019998131,287.4996847940001,0.00043548200005716353
