size,python_seq_avg_s,cpp_seq_avg_s,seq_cpp_vs_python,python_mpi_np2_avg_s,cpp_mpi_np2_avg_s,mpi_cpp_vs_python,cpp_speedup_np2
2000,0.13514394133327792,0.2573130056666667,0.5252122448421773,0.27770824399999583,0.25723493733333336,1.079589914491796,1.0003034903973103
3000,0.28960575766647406,0.5453879186666667,0.5310087513021662,0.33988390600006824,0.43324196699999995,0.7845128863060219,1.2588529279451517
4000,0.5250007316665991,0.709348434,0.7401168544295385,0.5756705460000072,0.74039124,0.7775220922387024,0.9580724293820656
5000,0.9583215949999916,0.8866258303333333,1.0808636092179986,0.7112188559999595,0.6684489326666666,1.063983830690954,1.326392768399354
6000,1.8536201106668766,1.186897295,1.56173589616857,1.2305174813333604,0.982837514,1.2520049996111162,1.2076231097137387
7000,2.3680985606668705,1.6452738173333334,1.4393340097668936,1.6267913726666545,1.1768636723333334,1.382310807029384,1.3980156376747501
