size,max_iters,np,count,mpi_avg_sec,avg_rank_imbalance_pct,avg_max_rank_compute_sec,avg_max_rank_comm_sec
14000,50,3,1,12.347758451999999,0.08716510807883339,11.046425717999997,5.2069321499999965
16000,50,3,1,16.651469932999998,0.01247815963610837,13.877257666000006,6.460430615
18000,50,3,1,20.962389741,0.07748422866229213,17.850820403000004,8.368472505
