experiment,size,max_iters,np,rank,local_rows,total_sec,compute_sec,comm_sec,overhead_sec
workload_balance,8000,2000,3,0,2667,139.207744361,116.22351499100003,22.965708747000296,0.018520622999684377
workload_balance,8000,2000,3,1,2667,139.208641306,85.38069949300015,53.815928449000246,0.012013363999606952
workload_balance,8000,2000,3,2,2666,139.20493785300002,68.0776140660002,71.11716372100013,0.010160065999698986
